Last Updated,FIPS,County Name,State,Country,Total Confirmed Cases,Total Confirmed Deaths,Location,|||
3/22/20 23:45,39109.0,Miami,Ohio,US,13,0,"Miami, Ohio, US",|||
2020-03-23 23:19:34,39109.0,Miami,Ohio,US,17,0,"Miami, Ohio, US",|||
2020-03-24 23:37:31,39109.0,Miami,Ohio,US,19,0,"Miami, Ohio, US",|||
2020-03-25 23:33:19,39109.0,Miami,Ohio,US,19,1,"Miami, Ohio, US",|||
2020-03-26 23:48:35,39109.0,Miami,Ohio,US,20,2,"Miami, Ohio, US",|||
2020-03-27 22:14:55,39109.0,Miami,Ohio,US,32,4,"Miami, Ohio, US",|||
2020-03-28 23:05:37,39109.0,Miami,Ohio,US,38,4,"Miami, Ohio, US",|||
