Last Updated,FIPS,County Name,State,Country,Total Confirmed Cases,Total Confirmed Deaths,Location,|||
3/22/20 23:45,40083.0,Logan,Oklahoma,US,1,0,"Logan, Oklahoma, US",|||
2020-03-23 23:19:34,5083.0,Logan,Arkansas,US,0,0,"Logan, Arkansas, US",|||
2020-03-24 23:37:31,5083.0,Logan,Arkansas,US,0,0,"Logan, Arkansas, US",|||
2020-03-25 23:33:19,5083.0,Logan,Arkansas,US,0,0,"Logan, Arkansas, US",|||
2020-03-26 23:48:35,5083.0,Logan,Arkansas,US,0,0,"Logan, Arkansas, US",|||
2020-03-27 22:14:55,5083.0,Logan,Arkansas,US,0,0,"Logan, Arkansas, US",|||
2020-03-28 23:05:37,5083.0,Logan,Arkansas,US,0,0,"Logan, Arkansas, US",|||
