Last Updated,FIPS,County Name,State,Country,Total Confirmed Cases,Total Confirmed Deaths,Location,|||
3/22/20 23:45,34033.0,Salem,New Jersey,US,1,0,"Salem, New Jersey, US",|||
2020-03-23 23:19:34,34033.0,Salem,New Jersey,US,1,0,"Salem, New Jersey, US",|||
2020-03-24 23:37:31,34033.0,Salem,New Jersey,US,1,0,"Salem, New Jersey, US",|||
2020-03-25 23:33:19,34033.0,Salem,New Jersey,US,1,0,"Salem, New Jersey, US",|||
2020-03-26 23:48:35,34033.0,Salem,New Jersey,US,2,0,"Salem, New Jersey, US",|||
2020-03-27 22:14:55,34033.0,Salem,New Jersey,US,3,0,"Salem, New Jersey, US",|||
2020-03-28 23:05:37,34033.0,Salem,New Jersey,US,3,0,"Salem, New Jersey, US",|||
