0
3/22/20 23:45
12086.0
Miami-Dade
Florida
US
25.6112362
-80.55170587
227
0
0
0
"Miami-Dade, Florida, US"
|||
2020-03-23 23:19:34
12086.0
Miami-Dade
Florida
US
25.6112362
-80.55170587
278
0
0
0
"Miami-Dade, Florida, US"
|||
2020-03-24 23:37:31
12086.0
Miami-Dade
Florida
US
25.6112362
-80.55170587
338
0
0
0
"Miami-Dade, Florida, US"
|||
2020-03-25 23:33:19
12086.0
Miami-Dade
Florida
US
25.6112362
-80.55170587
400
0
0
0
"Miami-Dade, Florida, US"
|||
2020-03-26 23:48:35
12086.0
Miami-Dade
Florida
US
25.6112362
-80.55170587
616
0
0
0
"Miami-Dade, Florida, US"
|||
2020-03-27 22:14:55
12086.0
Miami-Dade
Florida
US
25.6112362
-80.55170587
763
1
0
0
"Miami-Dade, Florida, US"
|||
